Release date,Estimated owners,Peak CCU,Metacritic score,User score,Positive,Negative,Genres
"May 15, 2020",50000 - 100000,4,0,0,189,54,"Free to Play,Indie,Massively Multiplayer,RPG"
"Jul 22, 2021",0 - 20000,0,0,0,15,9,"Casual,Indie,Racing,Sports"
"Jun 3, 2020",0 - 20000,0,0,0,1,0,"Action,Casual,Indie"
"Sep 6, 2017",20000 - 50000,0,0,0,49,15,"Free to Play,Simulation"
"Sep 24, 2020",0 - 20000,0,0,0,19,3,"Adventure,Indie"
"Apr 8, 2021",0 - 20000,3,0,0,205,15,"Casual,Indie"
"Aug 26, 2019",0 - 20000,0,0,0,1,0,"Indie,Strategy"
"Jun 3, 2021",0 - 20000,0,0,0,5,5,"Action,Adventure,Casual,Indie,Strategy"
"Jun 6, 2022",0 - 20000,2,0,0,0,0,"Casual,Indie,Simulation"
"Apr 23, 2015",0 - 20000,0,0,0,15,15,"Action,Adventure,Indie"
"Feb 5, 2022",0 - 20000,0,0,0,0,2,"Action,Indie"
"May 21, 2014",500000 - 1000000,4,0,0,1438,285,"Action,Adventure,Indie"
"Oct 17, 2019",0 - 20000,1,0,0,298,43,Action
"May 27, 2015",0 - 20000,0,0,0,33,3,"Adventure,Indie"
"Sep 3, 2015",20000 - 50000,9,59,0,98,32,"Casual,Simulation,Strategy"
"Jul 23, 2015",200000 - 500000,570,0,0,2461,336,Utilities
"Mar 19, 2021",0 - 20000,0,0,0,4,0,"Action,Adventure,Casual,Indie"
"Jan 17, 2022",0 - 0,0,0,0,0,0,"Action,Adventure,Indie"
"Aug 31, 2018",0 - 20000,0,0,0,5,1,"Casual,Indie,Simulation"
"Jun 1, 2016",50000 - 100000,1,0,0,654,277,"Adventure,Indie,Simulation"
"Oct 15, 2021",0 - 20000,0,0,0,3,3,"Casual,Free to Play,Indie,RPG"
"May 12, 2008",0 - 20000,7,0,0,58,12,"Casual,Simulation"
"Oct 7, 2021",0 - 20000,0,0,0,14,0,"Casual,Indie,Strategy"
"Oct 19, 2015",0 - 20000,1,0,0,27,9,"Adventure,Casual,Simulation,Strategy"
"May 30, 2013",100000 - 200000,7,77,0,1079,268,"Indie,RPG,Strategy"
"Dec 28, 2021",0 - 0,0,0,0,0,0,
"Oct 6, 2016",20000 - 50000,0,0,0,131,28,Indie
"Mar 5, 2022",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Nov 11, 2016",200000 - 500000,0,0,0,11,7,"Casual,Indie"
"Dec 10, 2015",20000 - 50000,0,0,0,9,6,Utilities
"Jan 26, 2021",0 - 20000,0,0,0,1,2,"Action,Casual"
"Jul 7, 2016",0 - 20000,0,0,0,22,2,Action
"Mar 9, 2016",0 - 20000,0,0,0,31,6,"Casual,Indie"
"Mar 26, 2018",20000 - 50000,0,0,0,12,4,"Action,Casual,Free to Play,Indie"
"Nov 19, 2019",0 - 20000,2,0,0,0,0,"Indie,RPG"
"Apr 6, 2022",0 - 20000,0,0,0,1,0,"Adventure,Casual,Indie"
"Dec 7, 2020",0 - 20000,0,0,0,15,13,"Casual,Free to Play,Indie"
"Jan 17, 2020",0 - 20000,0,0,0,5,1,"Action,Adventure,Indie"
"Apr 24, 2021",0 - 20000,0,0,0,0,0,Adventure
"Jun 20, 2022",0 - 20000,0,0,0,30,3,"Adventure,Indie,RPG"
"Nov 17, 2021",0 - 20000,0,0,0,3,2,"Casual,Indie"
"Sep 27, 2018",0 - 20000,1,0,0,0,1,"RPG,Early Access"
"May 1, 2020",0 - 20000,3,0,0,0,0,"Casual,RPG,Simulation"
"Oct 22, 2018",0 - 20000,0,0,0,29,3,Action
"Oct 30, 2020",20000 - 50000,13,0,0,409,31,"Casual,Indie"
"Nov 27, 2018",0 - 20000,0,0,0,30,7,"Action,Indie"
"Apr 20, 2017",20000 - 50000,36,0,0,44,15,"Adventure,Casual,Indie,RPG,Strategy"
"Jul 31, 2020",0 - 20000,0,0,0,49,16,"Casual,Free to Play,Indie,Early Access"
"Apr 20, 2016",0 - 20000,0,0,0,15,42,"Action,Adventure,Casual,Indie"
"Mar 20, 2022",0 - 20000,0,0,0,3,0,"Action,Adventure,Indie"
"Sep 29, 2015",50000 - 100000,2,0,0,319,93,"Adventure,Indie"
"Jul 27, 2021",0 - 20000,0,0,0,8,2,"Action,Indie"
"Nov 16, 2018",0 - 20000,0,0,0,50,9,"Adventure,Indie"
"Oct 20, 2016",20000 - 50000,0,0,0,48,8,"Action,Casual,Free to Play,Indie,RPG"
"May 27, 2015",50000 - 100000,4,0,0,573,209,"Indie,Simulation"
"Sep 8, 2016",20000 - 50000,1,0,0,846,99,"Casual,Indie"
"Sep 1, 2020",200000 - 500000,17,0,0,2535,248,"Action,Indie"
"Apr 4, 2019",0 - 20000,0,0,0,11,10,"Action,Adventure,Free to Play,Massively Multiplayer"
"May 16, 2017",0 - 20000,1,59,0,110,69,"Adventure,Indie"
"Feb 25, 2020",0 - 20000,0,0,0,1,0,"Action,Adventure,Indie"
"Sep 21, 2021",0 - 20000,0,0,0,0,3,"Action,Adventure"
"Aug 25, 2021",0 - 20000,0,0,0,0,0,"Adventure,Casual,Indie,RPG,Simulation"
"Jul 17, 2017",0 - 20000,0,0,0,22,15,"Adventure,Indie"
"Dec 6, 2013",20000 - 50000,0,0,0,427,43,Action
"Oct 31, 2021",0 - 20000,24,0,0,55,19,"RPG,Early Access"
"Mar 3, 2022",0 - 20000,1,0,0,17,16,"Indie,Simulation"
"Jul 24, 2020",0 - 0,0,0,0,0,0,
"Aug 26, 2016",0 - 20000,1,0,0,98,8,"Adventure,Indie"
"Jan 21, 2022",0 - 20000,0,0,0,6,2,"Indie,Simulation,Strategy"
"Jun 17, 2021",0 - 20000,3,0,0,108,6,Casual
"Nov 21, 2020",0 - 20000,0,0,0,17,2,"Action,Adventure,Casual,Indie,Sports"
"Jun 16, 2009",20000 - 50000,1,0,0,113,75,Strategy
"Jul 18, 2016",1000000 - 2000000,84,79,0,7129,401,Action
"May 12, 2022",20000 - 50000,0,0,0,33,1,"Action,Adventure,Indie"
"Jul 10, 2018",0 - 20000,0,0,0,10,4,Adventure
"Jan 23, 2022",0 - 20000,0,0,0,4,0,"Action,Adventure,Indie,RPG,Early Access"
"Apr 30, 2022",0 - 20000,1,0,0,13,13,"Action,Adventure,Indie"
"Feb 9, 2015",200000 - 500000,0,0,0,181,298,Free to Play
"Dec 14, 2021",0 - 0,0,0,0,0,0,"Action,Free to Play,RPG"
"Nov 9, 2017",20000 - 50000,0,0,0,3,1,"Adventure,Indie"
"Feb 20, 2021",0 - 20000,0,0,0,4,2,"Action,Adventure,Casual,Indie,Racing,Simulation,Sports"
"Nov 15, 2016",20000 - 50000,2,0,0,559,35,"Casual,Indie"
"Mar 2, 2018",0 - 20000,0,0,0,102,19,"Action,Adventure,Casual,Indie"
"Jan 8, 2021",0 - 20000,0,0,0,40,12,Casual
"Oct 22, 2015",20000 - 50000,0,0,0,117,31,"Action,Indie"
"Jan 17, 2019",0 - 20000,0,0,0,148,29,"Adventure,Casual,Indie"
"Apr 21, 2016",200000 - 500000,2,68,0,656,297,"Action,Indie"
"Aug 9, 2021",0 - 0,0,0,0,0,0,"Action,Adventure,Free to Play,Indie"
"Feb 5, 2021",0 - 20000,0,0,0,11,5,"Action,Adventure,Casual,Indie"
"Mar 19, 2020",0 - 20000,0,0,0,0,0,"Casual,Indie,RPG,Simulation"
"Feb 18, 2021",0 - 20000,0,0,0,184,6,"Action,Adventure,Casual,Indie,Racing"
"Nov 23, 2017",0 - 20000,0,0,0,67,5,"Action,Adventure,Indie"
"Feb 10, 2022",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Jan 26, 2017",50000 - 100000,2,71,0,1845,231,"Casual,Indie"
"Sep 3, 2021",0 - 20000,8,0,0,52,31,"Action,Sports"
"Jun 2, 2019",0 - 20000,2,0,0,59,70,"Action,Adventure,Casual,Indie,Simulation,Strategy"
"Nov 10, 2021",2000000 - 5000000,5848,0,0,19370,5757,"Adventure,Casual,Free to Play,Massively Multiplayer,RPG,Simulation,Sports"
"Aug 30, 2021",0 - 20000,0,0,0,0,0,"Action,Casual,Indie,RPG,Simulation"
"Jul 7, 2020",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Jul 6, 2021",0 - 20000,0,0,0,6,0,"Action,Indie"
"Feb 10, 2022",0 - 0,0,0,0,0,0,"Adventure,Casual,Free to Play"
"Jun 30, 2021",0 - 20000,0,0,0,58,2,"Action,Indie"
"Mar 4, 2020",0 - 20000,0,0,0,24,17,"Adventure,Casual,Indie,Simulation,Strategy"
"Sep 3, 2020",0 - 20000,0,0,0,1,0,"Action,Adventure,Indie"
"Jul 23, 2018",0 - 20000,0,0,0,0,1,"Action,Casual,Indie"
"Nov 6, 2017",0 - 20000,0,0,0,4,0,"Indie,Strategy"
"Aug 7, 2019",100000 - 200000,10,0,0,2509,651,"Action,Adventure,Casual,Indie,Massively Multiplayer,RPG,Simulation"
"Jan 27, 2016",0 - 20000,0,0,0,94,57,"Adventure,Casual,Indie"
"Feb 5, 2022",0 - 0,0,0,0,0,0,"Action,Casual,Indie,Strategy"
"Mar 22, 2011",200000 - 500000,9,0,0,474,459,RPG
"Sep 29, 2017",0 - 20000,0,0,0,23,4,"Action,Indie,RPG,Early Access"
"Feb 4, 2016",200000 - 500000,3,0,0,291,48,"Adventure,Indie"
"Jul 16, 2022",0 - 20000,0,0,0,2,0,"Action,Adventure,Casual,Indie"
"Mar 19, 2020",0 - 20000,0,0,0,0,0,"Simulation,Early Access"
"Jun 12, 2020",0 - 20000,0,0,0,7,4,"Casual,Indie,Strategy"
"Dec 7, 2018",0 - 20000,0,0,0,5,8,"Adventure,Casual,Indie,Simulation"
"Oct 17, 2018",0 - 20000,0,0,0,39,7,"Action,Adventure,Indie,RPG"
"Aug 19, 2020",0 - 20000,0,0,0,32,8,"Action,Casual,Indie"
"Sep 5, 2018",0 - 20000,0,0,0,70,51,"Adventure,Casual,Indie,Racing,Simulation,Sports"
"Mar 31, 2017",0 - 20000,0,0,0,9,2,"Action,Adventure,Indie"
"May 11, 2017",0 - 20000,0,0,0,38,26,Utilities
"May 2, 2012",0 - 0,0,0,0,0,0,
"Jun 13, 2017",0 - 20000,0,0,0,18,5,"Adventure,Indie"
"Sep 29, 2021",0 - 20000,0,0,0,1,2,"Action,Simulation"
"Dec 21, 2017",20000 - 50000,1,0,0,175,24,"Casual,Free to Play,Indie"
"Nov 7, 2018",0 - 20000,0,0,0,0,0,Indie
"Sep 6, 2019",0 - 20000,0,0,0,1,3,"Action,Adventure,Indie,RPG,Strategy"
"Jun 21, 2021",0 - 20000,0,0,0,42,4,"Adventure,Casual,Indie,RPG"
"Oct 25, 2020",0 - 20000,4,0,0,93,4,"Casual,Indie,Simulation,Sports,Strategy,Early Access"
"Apr 2, 2020",0 - 20000,0,0,0,1,0,"Action,Casual,Indie,Simulation,Strategy"
"Nov 2, 2021",0 - 20000,2,0,0,12,0,"Utilities,Web Publishing,Early Access"
"Jul 3, 2020",0 - 20000,0,0,0,7,0,Simulation
"Nov 21, 2018",0 - 20000,0,0,0,0,0,RPG
"Feb 2, 2019",0 - 20000,0,0,0,11,9,"Casual,Free to Play,Indie,Strategy"
"Jun 17, 2021",0 - 20000,0,0,0,44,3,"Action,Adventure,Indie,Simulation,Strategy"
"May 12, 2022",0 - 20000,0,0,0,3,0,"Action,Indie,RPG"
"Oct 9, 2019",0 - 20000,0,0,0,7,5,"Casual,Indie"
"Aug 18, 2020",0 - 20000,2,0,0,136,8,"Adventure,Indie"
"Dec 16, 2019",0 - 20000,0,0,0,22,9,"Adventure,Indie"
"Apr 3, 2020",0 - 20000,1,0,0,44,14,"Action,Casual,Indie,Simulation,Sports"
"Dec 3, 2020",200000 - 500000,542,74,0,3087,1188,"RPG,Strategy"
"Feb 17, 2022",0 - 20000,1,0,0,69,38,"Casual,Indie,Simulation,Early Access"
"Mar 15, 2017",100000 - 200000,0,0,0,74,28,"Adventure,Casual,Indie,RPG"
"Sep 3, 2015",0 - 20000,0,69,0,128,20,"Adventure,Indie"
"Jan 21, 2019",0 - 20000,0,0,0,0,0,"Action,Indie"
"Sep 24, 2020",1000000 - 2000000,1665,0,0,37900,5785,"Action,Adventure"
"Jul 17, 2020",0 - 20000,0,0,0,15,27,"Action,Adventure,Casual,Indie"
"Feb 19, 2021",0 - 20000,0,0,0,46,3,"Indie,Strategy"
"Feb 18, 2022",0 - 0,0,0,0,0,0,
"Oct 15, 2019",50000 - 100000,8,0,0,72,71,"Animation & Modeling,Design & Illustration,Utilities"
"Feb 21, 2022",0 - 20000,0,0,0,4,0,Casual
"Jul 17, 2015",200000 - 500000,2,0,0,1852,496,"Action,Adventure,Casual,Indie"
"Mar 19, 2019",0 - 20000,0,0,0,3,3,Adventure
"Aug 5, 2021",0 - 20000,0,0,0,104,20,"Casual,Indie,Simulation"
"Jun 10, 2022",0 - 20000,0,0,0,25,0,"Action,Casual,Indie,Early Access"
"Jan 9, 2015",0 - 20000,0,0,0,70,38,"Casual,Indie,Simulation"
"Jul 26, 2021",100000 - 200000,102,73,0,2479,301,"Indie,Simulation,Strategy"
"Jul 2, 2018",0 - 20000,4,0,0,17,11,Casual
"Dec 24, 2021",0 - 20000,0,0,0,6,1,"Action,Adventure,Indie"
"Jul 10, 2018",20000 - 50000,0,0,0,19,1,Simulation
"Feb 6, 2018",50000 - 100000,57,0,0,851,157,"Indie,Simulation"
"Aug 19, 2021",0 - 0,0,0,0,0,0,"Action,Casual,Free to Play"
"Mar 11, 2019",0 - 20000,1,0,0,225,23,"Action,Adventure,Indie"
"Jul 14, 2019",0 - 20000,0,0,0,6,1,"Casual,Indie,RPG,Strategy,Early Access"
"Feb 8, 2018",0 - 20000,0,0,0,4,13,Action
"Nov 18, 2019",0 - 20000,0,0,0,2,3,"Adventure,Casual,Indie,Simulation"
"May 3, 2018",20000 - 50000,0,0,0,4,0,"Adventure,Casual,Indie"
"Nov 25, 2019",0 - 20000,0,0,0,1,1,"Adventure,Casual,Indie,Early Access"
"Feb 21, 2017",200000 - 500000,45,0,0,3383,533,"Indie,Strategy"
"Oct 18, 2017",20000 - 50000,0,0,0,139,30,"Free to Play,Indie,Strategy,Early Access"
"Feb 19, 2021",0 - 20000,0,0,0,32,12,"Adventure,Indie"
"Aug 7, 2020",0 - 20000,2,0,0,5,0,Casual
"Sep 13, 2019",0 - 20000,4,0,0,0,0,"Casual,Free to Play,Indie,Simulation,Early Access"
"Mar 31, 2022",0 - 20000,9,0,0,19,7,"RPG,Simulation,Strategy,Early Access"
"Jun 16, 2022",20000 - 50000,12,0,0,264,46,"Indie,RPG,Strategy"
"Oct 19, 2016",0 - 20000,0,0,0,4,6,"Indie,Early Access"
"Nov 23, 2020",0 - 20000,0,0,0,26,13,"Action,Indie"
"Jan 24, 2019",0 - 20000,0,0,0,41,5,"Adventure,Casual,Strategy"
"May 5, 2017",0 - 20000,0,0,0,9,3,"Casual,Indie,Simulation"
"Apr 5, 2018",0 - 20000,0,0,0,8,5,"Action,Adventure,Indie,RPG"
"May 31, 2020",0 - 20000,0,0,0,1,1,"Action,Casual,Free to Play,Indie,RPG,Simulation,Strategy"
"Dec 29, 2020",0 - 20000,0,0,0,4,0,"Action,Adventure,Indie,RPG"
"May 4, 2017",50000 - 100000,1,0,0,228,42,"Indie,Simulation"
"Aug 21, 2014",50000 - 100000,3,68,0,544,83,"Adventure,Indie"
"Aug 20, 2020",0 - 20000,0,0,0,29,7,"Action,Adventure,Indie,RPG,Simulation,Early Access"
"Jun 24, 2016",0 - 20000,0,0,0,13,8,"Casual,Simulation,Strategy"
"Jun 17, 2014",50000 - 100000,1,0,0,564,101,Indie
"Sep 29, 2020",0 - 20000,0,70,0,43,6,Action
"Nov 10, 2017",0 - 20000,0,0,0,14,3,Strategy
"Jan 29, 2021",0 - 20000,0,0,0,8,0,"Action,Adventure,Indie"
"Feb 13, 2022",0 - 0,0,0,0,0,0,"Action,Adventure,Casual,Indie,Strategy,Early Access"
"Jul 20, 2021",200000 - 500000,473,87,0,13145,548,"Casual,Indie,Simulation,Strategy"
"Sep 19, 2019",0 - 20000,0,0,0,52,12,"Action,Adventure,Indie,Strategy,Early Access"
"Mar 23, 2015",0 - 20000,0,0,0,10,16,Simulation
"Jan 21, 2019",0 - 20000,0,0,0,74,9,"Action,Indie,RPG"
"Apr 28, 2022",0 - 20000,0,0,0,30,6,"Action,Adventure,Indie,RPG,Early Access"
"Jul 2, 2019",0 - 20000,0,0,0,6,0,"Adventure,Casual,RPG,Strategy"
"Jan 15, 2021",0 - 20000,0,0,0,1,0,"Action,Indie"
"May 4, 2018",50000 - 100000,10,0,0,370,28,"RPG,Design & Illustration,Utilities"
"Oct 15, 2018",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Oct 22, 2019",50000 - 100000,5,0,0,494,84,"Adventure,Indie,RPG"
"Dec 17, 2021",0 - 20000,0,0,0,2,1,"Indie,RPG"
"Oct 1, 2021",100000 - 200000,110,0,0,1961,353,"Indie,Simulation,Early Access"
"Jan 17, 2020",0 - 20000,0,0,0,28,0,"Adventure,Casual,Indie"
"Oct 26, 2019",0 - 20000,1,0,0,83,17,"Indie,Simulation,Strategy,Early Access"
"Dec 15, 2016",0 - 20000,0,0,0,4,2,"Action,Indie,Simulation"
Mar 2017,0 - 20000,0,0,0,20,12,"Action,Indie,Simulation,Early Access"
"Aug 26, 2021",0 - 20000,0,0,0,8,0,"Adventure,Indie,RPG"
"Oct 18, 2021",0 - 20000,0,0,0,2,0,"Action,Adventure,Indie"
"Oct 30, 2020",0 - 20000,0,0,0,3,0,"Adventure,Indie"
"Jun 1, 2021",0 - 0,0,0,0,0,0,"Free to Play,Indie"
"Sep 13, 2017",50000 - 100000,1,0,0,426,63,"Action,Indie,Simulation,Strategy"
"Aug 22, 2019",0 - 20000,0,0,0,3,0,"Action,Adventure"
"Feb 10, 2017",0 - 20000,0,0,0,0,0,Education
"Nov 16, 2020",0 - 20000,0,0,0,2,1,"Indie,Simulation"
"Aug 29, 2019",0 - 20000,0,0,0,9,0,"Action,Adventure,Indie"
"Jan 15, 2018",0 - 20000,0,0,0,10,1,"Casual,Indie,Simulation"
"Mar 5, 2021",0 - 20000,346,0,0,0,0,"Adventure,Casual,Free to Play,Indie"
"Mar 14, 2014",0 - 20000,0,0,0,11,13,"Education,Software Training"
"Mar 18, 2016",0 - 20000,0,0,0,27,3,"Action,Adventure,Indie"
"Jan 2, 2019",0 - 20000,0,0,0,6,2,Indie
"Jun 12, 2022",0 - 20000,15,0,0,77,3,"Adventure,Casual,Indie,Simulation,Strategy"
"Feb 20, 2018",0 - 20000,0,0,0,10,1,"Adventure,RPG"
"Apr 19, 2018",50000 - 100000,0,0,0,239,68,"Action,Indie,Strategy"
"Sep 27, 2018",0 - 20000,9,0,0,311,42,"Indie,Simulation,Sports"
"Aug 23, 2018",0 - 20000,0,0,0,2,1,"Adventure,Indie,RPG"
"May 13, 2022",0 - 20000,0,0,0,1,0,"Adventure,Casual,Indie,RPG"
"May 29, 2015",200000 - 500000,2,0,0,927,234,"Casual,Indie"
"Mar 16, 2019",50000 - 100000,51,0,0,708,242,"Indie,Simulation,Strategy,Early Access"
"Apr 14, 2020",0 - 20000,0,0,0,31,7,"Indie,Simulation,Strategy"
"Apr 26, 2019",0 - 20000,0,0,0,4,1,"Casual,Indie,Simulation,Early Access"
"Mar 22, 2018",0 - 20000,0,0,0,11,1,"Action,Casual,Indie,Simulation"
"Aug 27, 2019",0 - 20000,0,0,0,6,4,"Action,Indie,Strategy"
"Sep 27, 2017",20000 - 50000,1,0,0,96,216,"Action,Adventure,Indie"
"Aug 21, 2020",0 - 20000,0,0,0,1,0,Indie
"Apr 8, 2022",0 - 20000,0,0,0,15,21,"Action,Adventure,Casual,Indie,Simulation"
"Jun 20, 2021",0 - 20000,0,0,0,0,3,"Casual,Indie,Simulation"
"Jul 1, 2020",0 - 20000,0,0,0,9,0,"Casual,Indie"
"Jan 18, 2017",0 - 20000,0,0,0,6,3,"Casual,Indie,Strategy"
"May 31, 2022",0 - 20000,1,0,0,0,0,"Casual,Animation & Modeling,Utilities,Game Development"
"Oct 5, 2017",20000 - 50000,1,0,0,155,103,"Adventure,Indie"
"Jan 17, 2022",0 - 20000,0,0,0,2,0,Strategy
"Nov 11, 2020",0 - 20000,0,0,0,1,0,"Adventure,Indie"
"Oct 6, 2014",20000 - 50000,2,0,0,197,40,"Action,Adventure"
"Sep 20, 2017",50000 - 100000,0,0,0,10,3,"Indie,Strategy"
"Feb 24, 2020",20000 - 50000,0,0,0,1,1,"Casual,Indie,Strategy"
"Jun 21, 2021",0 - 20000,0,0,0,2,0,"Action,Indie"
"Feb 6, 2019",0 - 20000,0,0,0,5,4,Casual
"Feb 13, 2020",0 - 20000,0,0,0,0,0,"Action,Casual,Free to Play,Indie,Simulation"
"Apr 20, 2022",0 - 20000,0,0,0,4,1,"Action,Adventure,Indie,RPG,Early Access"
"Sep 3, 2021",0 - 0,0,0,0,0,0,"Casual,Indie"
"Apr 7, 2016",20000 - 50000,0,0,0,180,47,"Action,Adventure,Indie"
"Apr 5, 2021",0 - 20000,1,0,0,0,0,"Adventure,Casual,Simulation"
"Jul 31, 2020",0 - 20000,0,0,0,40,5,"Action,Indie,Sports"
"Jun 17, 2021",100000 - 200000,0,0,0,7,2,"Adventure,Indie"
"Oct 24, 2014",50000 - 100000,0,0,0,237,262,Action
"Jan 5, 2016",100000 - 200000,9,0,0,755,103,"Action,Adventure,Indie,RPG"
"Jun 19, 2020",0 - 20000,2,0,0,42,0,"Casual,Indie,Simulation"
"Mar 30, 2022",0 - 20000,1,0,0,50,2,"Adventure,Casual,Indie"
"Jul 8, 2022",0 - 20000,0,0,0,5,0,"Indie,Simulation,Strategy,Early Access"
"Nov 23, 2021",20000 - 50000,0,0,0,2,0,"Adventure,Indie,RPG"
"Aug 25, 2016",0 - 20000,0,0,0,31,8,"Action,Casual,Indie,Simulation"
"Jul 16, 2020",0 - 20000,1,0,0,29,6,"Action,Adventure,Casual,Indie,RPG,Simulation"
"Feb 25, 2021",0 - 20000,1,76,0,117,4,"Casual,Indie,Strategy"
"Aug 30, 2020",20000 - 50000,0,0,0,10,2,"Action,Simulation"
"Jan 18, 2021",0 - 20000,0,0,0,1,1,"Action,Casual"
"Sep 2, 2016",0 - 20000,0,0,0,0,0,"Action,Indie,Sports,Early Access"
"Apr 12, 2021",0 - 20000,0,0,0,1,0,"Action,Casual,Indie,Strategy"
"Jul 16, 2021",0 - 20000,0,0,0,0,0,"Action,Casual,Indie,Early Access"
"Jul 12, 2016",20000 - 50000,1,0,0,22,8,Strategy
"Apr 5, 2019",20000 - 50000,0,0,0,26,18,"Action,Adventure,Casual,Indie,Simulation"
"Apr 5, 2017",0 - 20000,0,0,0,8,2,"Action,Casual,Indie"
"Sep 28, 2020",0 - 20000,0,0,0,1,0,"Action,Indie,Strategy"
"Feb 21, 2018",0 - 20000,0,0,0,28,7,"Action,Adventure,Casual,Indie"
"Dec 15, 2020",200000 - 500000,4,0,0,428,175,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG,Early Access"
"Oct 10, 2019",0 - 20000,0,0,0,35,10,Casual
"Jun 4, 2021",0 - 20000,0,0,0,0,0,"Action,Adventure,Casual,Indie,RPG,Simulation"
"Nov 11, 2021",0 - 20000,0,0,0,2,0,"Casual,Indie,RPG,Strategy"
"Jul 14, 2014",100000 - 200000,1,0,0,713,304,Simulation
"Jul 16, 2019",0 - 20000,0,0,0,4,0,"Action,Adventure,Casual,Indie,Simulation,Early Access"
"May 27, 2019",0 - 20000,0,0,0,9,0,"Action,Adventure,Indie,RPG"
"Mar 15, 2021",0 - 20000,0,0,0,6,1,"Indie,Strategy,Early Access"
"Mar 12, 2021",0 - 20000,0,0,0,5,3,"Action,Indie"
"Feb 12, 2022",20000 - 50000,4,0,0,816,39,"Action,Indie"
"Apr 21, 2022",20000 - 50000,1,0,0,2,2,"Indie,Strategy"
"Jun 25, 2019",0 - 20000,0,0,0,83,2,"Action,Adventure,Indie,RPG,Strategy,Early Access"
"May 12, 2022",0 - 0,0,0,0,0,0,
"Sep 1, 2017",0 - 20000,0,0,0,66,77,"Action,Adventure,Indie,Simulation,Early Access"
"Apr 17, 2015",0 - 20000,1,0,0,25,55,Adventure
"Aug 9, 2019",50000 - 100000,2,0,0,587,79,Indie
"Aug 27, 2018",0 - 20000,0,0,0,3,0,"Action,Indie"
"Oct 14, 2021",20000 - 50000,0,0,0,11,0,"Action,Adventure,Indie"
"Jan 21, 2016",0 - 20000,0,0,0,5,1,Indie
"Dec 8, 2016",0 - 20000,1,0,0,53,27,"Casual,Indie,RPG,Strategy"
"Sep 7, 2021",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Feb 15, 2021",0 - 20000,0,0,0,2,1,Casual
"Dec 22, 2021",0 - 0,0,0,0,0,0,"Action,Adventure,Indie"
"May 2, 2022",0 - 20000,2,0,0,11,6,"Action,Adventure,Indie"
"Apr 24, 2018",20000 - 50000,0,0,0,59,16,"Sexual Content,Nudity,Adventure,Free to Play,Indie,RPG"
"Mar 12, 2018",0 - 20000,0,0,0,0,1,Casual
"Dec 20, 2021",0 - 20000,0,0,0,2,1,"Action,Casual,Indie"
"Apr 19, 2018",0 - 20000,0,0,0,2,1,"Casual,Indie,Early Access"
"Nov 14, 2021",0 - 20000,0,0,0,0,4,Indie
"Jul 13, 2022",0 - 20000,0,0,0,12,5,"Casual,Indie"
"Oct 2, 2015",200000 - 500000,3,0,0,2657,372,"Indie,Simulation"
"Oct 2, 2020",0 - 20000,0,0,0,0,2,"Action,Casual,Free to Play,Early Access"
"Dec 21, 2021",0 - 0,0,0,0,0,0,"Adventure,Casual,Indie"
"Mar 13, 2017",50000 - 100000,0,0,0,182,25,"Casual,Free to Play,Indie"
"May 10, 2017",100000 - 200000,8,84,0,4930,168,"Adventure,Indie,RPG"
"Nov 21, 2014",100000 - 200000,0,0,0,276,1251,"Action,Indie,Simulation"
"Jan 11, 2022",0 - 20000,3,0,0,13,0,"Casual,Indie,Early Access"
"Mar 22, 2018",20000 - 50000,2,0,0,529,66,"Casual,Indie"
"Apr 24, 2021",0 - 0,0,0,0,0,0,"Action,Free to Play"
"Mar 16, 2021",100000 - 200000,29,0,0,2566,210,"Action,Free to Play,Indie,Simulation,Strategy,Early Access"
"Jun 20, 2022",0 - 20000,0,0,0,0,0,"Action,Indie,Early Access"
"Jun 8, 2015",0 - 20000,0,0,0,24,3,Indie
"Mar 1, 2019",0 - 20000,0,0,0,11,3,"Adventure,Indie,Strategy"
"Dec 25, 2020",100000 - 200000,0,0,0,50,12,"Action,Casual,Free to Play,Early Access"
"Jul 6, 2020",0 - 20000,0,0,0,11,12,"Action,Casual,Indie"
"Dec 17, 2018",0 - 20000,0,0,0,19,3,"Adventure,Casual,Indie"
"Dec 22, 2019",20000 - 50000,15,0,0,568,151,"Casual,Simulation,Early Access"
"Apr 13, 2018",0 - 20000,0,0,0,4,3,"Action,Casual,Indie"
"Dec 19, 2019",20000 - 50000,0,0,0,16,11,"Action,Adventure,Free to Play,Massively Multiplayer,RPG"
"Jul 28, 2021",0 - 20000,1,0,0,2,6,"Action,Indie,Simulation"
"Sep 15, 2021",0 - 20000,0,0,0,2,0,"Casual,Indie"
"Jun 1, 2010",20000 - 50000,0,0,0,31,1,Action
"Oct 31, 2020",0 - 20000,0,0,0,24,5,"Casual,Indie"
"Nov 17, 2021",0 - 20000,1,0,0,27,0,"Action,Indie"
"Oct 7, 2020",0 - 20000,0,0,0,24,6,"Action,Adventure,Casual,Indie"
"Nov 30, 2010",2000000 - 5000000,77,87,0,28651,1554,Indie
